  时间         温度    气压     湿度       高度      经度        纬度     位势高度
 4931.383     -42.2     16.2     1.0     27786.1  101.110687  41.183736      0
 4932.350     -42.1     16.2     1.0     27791.3  101.110652  41.183719      0
 4933.317     -42.1     16.3     1.0     27795.3  101.110618  41.183705      0
 4934.285     -42.0     16.2     1.0     27801.7  101.110564  41.183668      0
 4935.252     -42.0     16.2     1.0     27814.8  101.110461  41.183617      0
 4936.219     -42.0     16.2     1.0     27820.2  101.110359  41.183589      0
 4937.186     -41.9     16.2     1.0     27828.9  101.110263  41.183589      0
 4938.153     -42.2     16.2     1.0     27839.4  101.110215  41.183613      0
 4939.088     -42.5     16.1     1.0     27851.9  101.110215  41.183664      0
 4940.071     -42.3     16.1     1.0     27856.4  101.110222  41.183699      0
 4941.022     -42.4     16.1     1.0     27864.5  101.110215  41.183746      0
 4942.989     -42.2     16.1     1.0     27873.0  101.110181  41.183777      0
 4943.957     -42.2     16.0     1.0     27880.5  101.110140  41.183784      0
 4944.939     -42.4     16.0     1.0     27886.3  101.110099  41.183753      0
 4945.891     -42.3     16.0     1.0     27895.2  101.110072  41.183705      0
 4946.858     -42.6     16.0     1.0     27902.0  101.110045  41.183654      0
 4947.841     -42.4     16.0     1.0     27902.0  101.110045  41.183654      0
 4948.808     -42.4     16.0     1.0     27912.3  101.109997  41.183617      0
 4949.760     -42.4     15.9     1.0     27918.2  101.109935  41.183583      0
 4950.743     -42.2     15.9     1.0     27926.3  101.109853  41.183555      0
 4951.710     -42.4     15.9     1.0     27934.8  101.109785  41.183542      0
 4952.662     -42.5     15.8     1.0     27939.9  101.109744  41.183542      0
 4953.644     -42.4     15.9     1.0     27949.8  101.109737  41.183548      0
 4954.612     -42.6     15.8     1.0     27959.9  101.109751  41.183531      0
 4955.579     -42.5     15.9     1.0     27958.0  101.109737  41.183497      0
 4956.546     -42.5     15.8     1.0     27994.6  101.109642  41.183408      0
 4957.560     -42.5     15.8     1.0     27987.6  101.109614  41.183340      0
 4958.480     -42.0     15.7     1.0     27982.8  101.109573  41.183251      0
 4959.448     -41.5     15.7     1.0     27994.4  101.109484  41.183132      0
 4960.415     -41.3     15.6     1.0     27974.4  101.109505  41.183118      0
 4961.382     -41.3     15.7     1.0     28006.2  101.109437  41.183050      0
 4962.349     -41.7     15.7     1.0     28012.9  101.109403  41.182920      0
 4963.316     -41.5     15.7     1.0     28019.8  101.109423  41.182896      0
 4964.284     -41.5     15.7     1.0     28026.6  101.109416  41.182893      0
 4965.251     -41.7     15.6     1.0     28039.8  101.109382  41.182903      0
 4966.218     -41.6     15.6     1.0     28035.8  101.109341  41.182906      0
 4967.185     -41.7     15.6     1.0     28050.9  101.109198  41.182828      0
 4968.152     -41.5     15.6     1.0     28054.5  101.109075  41.182773      0
 4969.087     -41.3     15.5     1.0     28068.6  101.108877  41.182647      0
 4970.070     -41.5     15.5     1.0     28075.7  101.108849  41.182585      0
 4971.021     -41.4     15.5     1.0     28080.1  101.108836  41.182524      0
 4972.988     -41.6     15.5     1.0     28090.5  101.108808  41.182462      0
 4973.971     -41.8     15.5     1.0     28096.5  101.108774  41.182466      0
 4974.938     -41.7     15.4     1.0     28107.0  101.108638  41.182425      0
 4975.890     -41.7     15.4     1.0     28124.0  101.108446  41.182391      0
 4976.873     -41.3     15.4     1.0     28129.6  101.108296  41.182370      0
 4977.840     -41.0     15.3     1.0     28129.6  101.108296  41.182370      0
 4978.807     -41.1     15.4     1.0     28128.4  101.108187  41.182353      0
 4979.774     -41.3     15.3     1.0     28135.9  101.108077  41.182326      0
 4980.742     -41.3     15.3     1.0     28141.6  101.107989  41.182292      0
 4981.709     -41.6     15.3     1.0     28142.8  101.107914  41.182257      0
 4982.676     -41.7     15.2     1.0     28157.5  101.107797  41.182216      0
 4983.643     -41.7     15.2     1.0     28158.2  101.107695  41.182193      0
 4984.610     -41.7     15.3     1.0     28165.9  101.107558  41.182172      0
 4985.578     -41.5     15.2     1.0     28170.0  101.107429  41.182141      0
 4986.545     -41.7     15.2     1.0     28175.0  101.107306  41.182097      0
 4987.512     -41.6     15.2     1.0     28189.4  101.107196  41.182073      0
 4988.479     -41.7     15.2     1.0     28193.4  101.107094  41.182053      0
 4989.446     -41.6     15.2     1.0     28202.2  101.106978  41.182049      0
 4990.414     -41.7     15.1     1.0     28207.2  101.106834  41.182039      0
 4991.381     -41.6     15.2     1.0     28214.2  101.106670  41.182025      0
 4992.348     -41.5     15.2     1.0     28217.2  101.106486  41.182001      0
 4993.315     -41.4     15.1     1.0     28224.6  101.106302  41.181974      0
 4994.314     -41.1     15.0     1.0     28233.3  101.106158  41.181943      0
 4995.265     -41.4     15.1     1.0     28231.7  101.106035  41.181923      0
 4996.217     -41.5     15.1     1.0     28242.8  101.105994  41.181865      0
 4997.184     -41.1     15.1     1.0     28217.3  101.105871  41.181882      0
 4998.151     -41.1     15.1     1.0     28249.5  101.105878  41.181738      0
 4999.134     -41.1     15.0     1.0     28265.1  101.105796  41.181633      0
 5000.053     -40.5     15.0     1.0     28280.6  101.105543  41.181455      0
 5001.036     -40.7     15.0     1.0     28287.0  101.105407  41.181411      0
 5002.003     -40.9     14.9     1.0     28295.8  101.105284  41.181404      0
 5003.954     -41.0     14.9     1.0     28302.3  101.105195  41.181428      0
 5004.937     -40.7     14.9     1.0     28309.5  101.105127  41.181448      0
 5005.904     -40.3     14.9     1.0     28318.1  101.105072  41.181434      0
 5006.872     -40.3     14.9     1.0     28327.6  101.105018  41.181383      0
 5007.823     -40.6     14.9     1.0     28327.6  101.105018  41.181383      0
 5008.806     -40.3     14.8     1.0     28333.8  101.104956  41.181308      0
 5009.773     -39.9     14.9     1.0     28337.6  101.104908  41.181219      0
 5010.740     -39.7     14.9     1.0     28343.9  101.104860  41.181127      0
 5011.708     -39.5     14.8     1.0     28352.0  101.104819  41.181038      0
 5012.675     -39.5     14.7     1.0     28360.8  101.104785  41.180970      0
 5013.642     -39.2     14.9     1.0     28369.3  101.104751  41.180922      0
 5014.609     -39.0     14.9     1.0     28377.5  101.104669  41.180902      0
 5015.592     -39.0     14.8     1.0     28382.0  101.104567  41.180902      0
 5016.544     -39.1     14.7     1.0     28389.1  101.104430  41.180905      0
 5017.511     -39.5     14.6     1.0     28397.4  101.104307  41.180881      0
 5018.478     -40.1     14.7     1.0     28406.2  101.104212  41.180850      0
 5019.445     -39.9     14.7     1.0     28417.5  101.104177  41.180786      0
 5020.428     -39.5     14.7     1.0     28404.5  101.104136  41.180738      0
 5021.380     -39.2     14.6     1.0     28415.8  101.104157  41.180622      0
 5022.347     -38.8     14.7     1.0     28427.4  101.104150  41.180499      0
 5023.330     -38.6     14.5     1.0     28435.3  101.104102  41.180386      0
 5024.297     -38.6     14.5     1.0     28442.0  101.104020  41.180287      0
 5025.248     -38.7     14.5     1.0     28450.1  101.103945  41.180208      0
 5026.216     -39.1     14.6     1.0     28459.4  101.103884  41.180157      0
 5027.198     -39.7     14.5     1.0     28467.2  101.103843  41.180140      0
 5028.166     -39.9     14.5     1.0     28473.1  101.103809  41.180130      0
 5029.117     -39.2     14.6     1.0     28481.3  101.103774  41.180106      0
 5030.067     -38.9     14.5     1.0     28496.4  101.103713  41.179945      0
 5031.034     -39.3     14.4     1.0     28510.2  101.103611  41.179805      0
 5032.002     -39.5     14.4     1.0     28518.0  101.103522  41.179689      0
 5033.969     -39.9     14.4     1.0     28525.2  101.103447  41.179607      0
 5034.936     -40.1     14.4     1.0     28532.4  101.103358  41.179546      0
 5035.903     -40.1     14.4     1.0     28538.0  101.103262  41.179491      0
 5036.870     -39.9     14.4     1.0     28544.3  101.103153  41.179437      0
 5037.838     -40.0     14.3     1.0     28544.3  101.103153  41.179437      0
 5038.805     -40.1     14.4     1.0     28554.4  101.103044  41.179375      0
 5039.772     -40.3     14.3     1.0     28563.6  101.102941  41.179286      0
 5040.739     -40.2     14.3     1.0     28570.4  101.102846  41.179184      0
 5041.706     -40.4     14.2     1.0     28577.2  101.102770  41.179078      0
 5042.674     -40.3     14.3     1.0     28586.3  101.102702  41.178989      0
 5043.641     -40.5     14.2     1.0     28597.8  101.102627  41.178904      0
 5044.624     -40.5     14.2     1.0     28604.8  101.102566  41.178849      0
 5045.575     -40.6     14.2     1.0     28616.2  101.102477  41.178771      0
 5046.542     -40.5     14.1     1.0     28622.1  101.102374  41.178682      0
 5047.525     -40.4     14.1     1.0     28629.5  101.102251  41.178579      0
 5048.492     -40.4     14.2     1.0     28634.3  101.102128  41.178494      0
 5049.444     -40.5     14.1     1.0     28640.4  101.102005  41.178429      0
 5050.427     -40.6     14.1     1.0     28647.1  101.101896  41.178385      0
 5051.394     -40.6     14.0     1.0     28653.8  101.101780  41.178330      0
 5052.346     -40.6     14.1     1.0     28659.5  101.101678  41.178269      0
 5053.328     -40.5     14.0     1.0     28663.2  101.101582  41.178211      0
 5054.296     -40.5     13.9     1.0     28666.1  101.101473  41.178142      0
 5055.263     -40.6     14.1     1.0     28673.1  101.101343  41.178040      0
 5056.230     -40.5     14.0     1.0     28681.3  101.101186  41.177927      0
 5057.197     -40.4     14.0     1.0     28695.1  101.101022  41.177842      0
 5058.164     -40.2     14.0     1.0     28722.5  101.100837  41.177705      0
 5059.132     -40.3     13.9     1.0     28717.0  101.100756  41.177726      0
 5060.066     -40.5     13.9     1.0     28720.3  101.100571  41.177705      0
 5061.033     -40.4     14.0     1.0     28728.0  101.100489  41.177705      0
 5062.001     -40.3     13.9     1.0     28738.2  101.100394  41.177702      0
 5063.968     -40.0     13.9     1.0     28748.8  101.100250  41.177671      0
 5064.935     -39.8     13.8     1.0     28756.1  101.100086  41.177620      0
 5065.902     -39.8     13.8     1.0     28761.8  101.099929  41.177545      0
 5066.869     -39.7     13.9     1.0     28770.0  101.099792  41.177442      0
 5067.837     -39.9     13.8     1.0     28770.0  101.099792  41.177442      0
 5068.804     -39.8     13.8     1.0     28778.0  101.099697  41.177336      0
 5069.787     -39.9     13.8     1.0     28782.9  101.099629  41.177244      0
 5070.738     -39.7     13.7     1.0     28791.6  101.099540  41.177142      0
 5071.705     -39.8     13.7     1.0     28802.4  101.099437  41.177087      0
 5072.688     -39.8     13.8     1.0     28810.3  101.099314  41.177053      0
 5073.640     -39.9     13.7     1.0     28814.7  101.099178  41.177026      0
 5074.607     -39.7     13.7     1.0     28822.3  101.099041  41.176995      0
 5075.574     -39.9     13.6     1.0     28831.4  101.098925  41.176961      0
 5076.557     -39.8     13.7     1.0     28838.9  101.098829  41.176930      0
 5077.509     -40.0     13.7     1.0     28847.9  101.098761  41.176892      0
 5078.476     -40.1     13.7     1.0     28852.6  101.098665  41.176838      0
 5079.459     -40.0     13.7     1.0     28861.6  101.098543  41.176766      0
 5080.426     -40.0     13.6     1.0     28886.0  101.098338  41.176677      0
 5081.377     -40.0     13.6     1.0     28886.7  101.098160  41.176629      0
 5082.360     -39.7     13.6     1.0     28893.2  101.097969  41.176595      0
 5083.327     -39.4     13.6     1.0     28902.6  101.097791  41.176592      0
 5084.295     -39.5     13.6     1.0     28903.4  101.097675  41.176599      0
 5085.262     -39.8     13.5     1.0     28915.6  101.097579  41.176605      0
 5086.229     -39.9     13.5     1.0     28922.1  101.097511  41.176609      0
 5087.196     -39.4     13.6     1.0     28933.4  101.097429  41.176595      0
 5088.163     -39.3     13.5     1.0     28941.1  101.097313  41.176565      0
 5089.131     -39.5     13.4     1.0     28946.7  101.097149  41.176534      0
 5090.065     -39.3     13.4     1.0     28953.3  101.096733  41.176465      0
 5091.032     -39.2     13.3     1.0     28961.8  101.096534  41.176428      0
 5092.999     -39.3     13.4     1.0     28963.6  101.096364  41.176394      0
 5093.967     -39.6     13.4     1.0     28975.2  101.096220  41.176343      0
 5094.949     -40.0     13.4     1.0     28979.1  101.096090  41.176329      0
 5095.901     -40.6     13.5     1.0     28989.2  101.095968  41.176336      0
 5096.868     -40.4     13.3     1.0     29012.3  101.095810  41.176366      0
 5097.851     -39.8     13.3     1.0     29002.7  101.095735  41.176431      0
 5098.818     -39.5     13.3     1.0     29002.7  101.095735  41.176431      0
 5099.770     -39.1     13.2     1.0     29025.9  101.095578  41.176448      0
 5100.737     -39.2     13.3     1.0     29030.4  101.095455  41.176438      0
 5101.720     -39.5     13.3     1.0     29029.3  101.095319  41.176397      0
 5102.671     -39.4     13.2     1.0     29033.1  101.095155  41.176332      0
 5103.639     -39.0     13.3     1.0     29042.9  101.094964  41.176278      0
 5104.621     -38.9     13.2     1.0     29069.6  101.094683  41.176144      0
 5105.589     -39.0     13.2     1.0     29048.8  101.094615  41.176332      0
 5106.540     -39.2     13.3     1.0     29063.5  101.094397  41.176319      0
 5107.523     -39.5     13.2     1.0     29069.9  101.094287  41.176380      0
 5108.490     -39.9     13.1     1.0     29075.6  101.094219  41.176438      0
 5109.457     -40.4     13.2     1.0     29080.2  101.094178  41.176472      0
 5110.425     -40.0     13.1     1.0     29088.4  101.094110  41.176469      0
 5111.392     -39.6     13.1     1.0     29098.4  101.094000  41.176442      0
 5112.359     -39.9     13.1     1.0     29108.5  101.093864  41.176431      0
 5113.326     -40.2     13.2     1.0     29115.2  101.093700  41.176431      0
 5114.293     -40.0     13.1     1.0     29122.0  101.093522  41.176435      0
 5115.261     -40.1     13.0     1.0     29130.8  101.093338  41.176428      0
 5116.228     -40.3     13.1     1.0     29143.6  101.093167  41.176394      0
 5117.195     -40.7     13.1     1.0     29151.0  101.093010  41.176363      0
 5118.162     -41.0     13.1     1.0     29154.5  101.092880  41.176349      0
 5119.129     -40.5     13.0     1.0     29169.9  101.092792  41.176377      0
 5120.064     -40.6     13.0     1.0     29179.0  101.092689  41.176448      0
 5121.031     -40.4     12.9     1.0     29197.6  101.092559  41.176394      0
 5122.998     -39.8     13.0     1.0     29199.6  101.092436  41.176462      0
 5123.981     -39.7     12.9     1.0     29207.7  101.092259  41.176486      0
 5124.933     -39.8     12.8     1.0     29148.8  101.092443  41.176701      0
 5125.900     -39.7     12.8     1.0     29205.9  101.091822  41.176472      0
 5126.883     -39.5     12.9     1.0     29217.0  101.091596  41.176428      0
 5127.850     -39.2     12.9     1.0     29226.6  101.091439  41.176397      0
 5128.801     -39.0     12.8     1.0     29226.6  101.091439  41.176397      0
 5129.784     -39.4     12.8     1.0     29233.1  101.091323  41.176387      0
 5130.751     -39.6     12.8     1.0     29240.8  101.091227  41.176394      0
 5131.750     -39.1     12.8     1.0     29245.1  101.091173  41.176448      0
 5132.686     -38.7     12.7     1.0     29255.7  101.091084  41.176530      0
 5133.653     -38.6     12.8     1.0     29258.5  101.090954  41.176582      0
 5134.620     -38.3     12.6     1.0     29279.3  101.090783  41.176646      0
 5135.587     -38.4     12.8     1.0     29281.0  101.090674  41.176687      0
 5136.555     -38.9     12.7     1.0     29283.4  101.090565  41.176691      0
 5137.522     -39.2     12.7     1.0     29282.0  101.090449  41.176677      0
 5138.489     -39.0     12.6     1.0     29297.0  101.090346  41.176650      0
 5139.456     -39.1     12.6     1.0     29299.9  101.090217  41.176636      0
 5140.423     -39.3     12.6     1.0     29311.9  101.090059  41.176626      0
 5141.391     -39.4     12.7     1.0     29325.7  101.089848  41.176626      0
 5142.358     -39.7     12.6     1.0     29337.9  101.089636  41.176657      0
 5143.325     -39.8     12.6     1.0     29344.4  101.089445  41.176715      0
 5144.308     -39.9     12.6     1.0     29348.1  101.089308  41.176807      0
 5145.291     -40.4     12.5     1.0     29357.0  101.089212  41.176886      0
 5146.242     -40.7     12.5     1.0     29363.0  101.089158  41.176950      0
 5147.194     -40.7     12.5     1.0     29371.1  101.089096  41.176974      0
 5148.161     -40.1     12.5     1.0     29378.7  101.089008  41.176967      0
 5149.144     -39.9     12.5     1.0     29386.1  101.088891  41.176920      0
 5150.063     -40.2     12.5     1.0     29400.3  101.088557  41.176797      0
 5151.045     -39.9     12.5     1.0     29409.7  101.088400  41.176776      0
 5152.013     -39.6     12.5     1.0     29416.2  101.088256  41.176790      0
 5153.980     -40.2     12.5     1.0     29443.3  101.088120  41.176827      0
 5154.947     -40.5     12.4     1.0     29448.2  101.088065  41.176886      0
 5155.914     -40.1     12.4     1.0     29436.6  101.088038  41.176985      0
 5156.881     -39.9     12.4     1.0     29446.3  101.059979  41.177090      0
 5157.849     -40.1     12.4     1.0     29452.6  101.087840  41.177162      0
 5158.831     -39.9     12.4     1.0     29452.6  101.087840  41.177162      0
 5159.783     -39.9     12.4     1.0     29461.7  101.087696  41.177193      0
 5160.750     -40.1     12.3     1.0     29468.7  101.087573  41.177200      0
 5161.717     -40.0     12.3     1.0     29476.2  101.087464  41.177183      0
 5162.685     -40.1     12.3     1.0     29483.7  101.087382  41.177166      0
 5163.652     -40.4     12.3     1.0     29490.8  101.087314  41.177152      0
 5164.619     -40.4     12.3     1.0     29496.2  101.087252  41.177162      0
 5165.602     -40.3     12.4     1.0     29503.0  101.087163  41.177183      0
 5166.553     -40.6     12.3     1.0     29512.6  101.087034  41.177203      0
 5167.521     -40.7     12.2     1.0     29518.1  101.086904  41.177227      0
 5168.488     -40.5     12.2     1.0     29528.3  101.086754  41.177261      0
 5169.471     -40.4     12.2     1.0     29536.3  101.086624  41.177319      0
 5170.422     -40.5     12.1     1.0     29544.8  101.086501  41.177388      0
 5171.389     -40.8     12.2     1.0     29553.2  101.086385  41.177449      0
 5172.372     -40.4     12.2     1.0     29560.7  101.086269  41.177487      0
 5173.339     -40.2     12.1     1.0     29567.8  101.086159  41.177480      0
 5174.291     -40.5     12.1     1.0     29574.1  101.086064  41.177432      0
 5176.241     -40.7     12.1     1.0     29590.9  101.085832  41.177319      0
 5177.208     -40.2     12.1     1.0     29625.8  101.085558  41.177111      0
 5178.176     -40.1     12.1     1.0     29606.7  101.085476  41.177336      0
 5179.143     -40.1     12.0     1.0     29597.8  101.085374  41.177425      0
 5180.077     -40.2     12.0     1.0     29612.7  101.085053  41.177483      0
 5181.044     -40.0     11.9     1.0     29627.2  101.084937  41.177493      0
 5182.012     -40.3     12.0     1.0     29636.6  101.084814  41.177473      0
 5183.979     -40.7     12.0     1.0     29642.4  101.084711  41.177442      0
 5184.962     -40.6     12.0     1.0     29647.6  101.084595  41.177422      0
 5185.913     -40.2     12.0     1.0     29656.0  101.084452  41.177401      0
 5186.896     -40.3     12.0     1.0     29663.6  101.084302  41.177408      0
 5187.863     -40.5     11.9     1.0     29671.7  101.084151  41.177418      0
 5188.830     -40.9     12.0     1.0     29671.7  101.084151  41.177418      0
 5189.782     -40.7     11.9     1.0     29671.9  101.084015  41.177422      0
 5190.749     -40.3     11.9     1.0     29690.3  101.083926  41.177422      0
 5191.732     -40.2     11.9     1.0     29692.2  101.083823  41.177408      0
 5192.715     -40.5     11.9     1.0     29701.7  101.083714  41.177384      0
 5193.666     -40.8     11.8     1.0     29710.5  101.083571  41.177340      0
 5194.634     -40.9     11.8     1.0     29718.3  101.083400  41.177302      0
 5195.585     -40.9     11.8     1.0     29724.7  101.083202  41.177261      0
 5197.535     -40.2     11.8     1.0     29742.0  101.082854  41.177166      0
 5198.502     -40.0     11.7     1.0     29749.3  101.082717  41.177097      0
 5199.470     -39.8     11.7     1.0     29757.1  101.082608  41.177039      0
 5200.437     -39.8     11.8     1.0     29765.3  101.082505  41.176998      0
 5201.404     -40.1     11.7     1.0     29775.5  101.082389  41.176978      0
 5202.371     -40.3     11.7     1.0     29782.6  101.082246  41.176967      0
 5203.338     -40.2     11.7     1.0     29787.5  101.082082  41.176947      0
 5204.337     -40.2     11.7     1.0     29793.8  101.081911  41.176906      0
 5205.273     -40.3     11.7     1.0     29801.0  101.081747  41.176851      0
 5206.240     -40.4     11.7     1.0     29810.3  101.081597  41.176783      0
 5207.207     -40.4     11.7     1.0     29818.0  101.081453  41.176715      0
 5208.174     -40.3     11.6     1.0     29825.3  101.081303  41.176660      0
 5209.142     -40.3     11.7     1.0     29833.6  101.081132  41.176636      0
 5210.092     -40.7     11.6     1.0     29848.0  101.080736  41.176687      0
 5211.043     -40.4     11.5     1.0     29855.2  101.080531  41.176728      0
 5212.010     -36.2     13.8    23.0     29863.6  100.632737  41.176756      0
 5213.993     -38.6     11.6     1.0     29873.4  101.080224  41.176752      0
 5214.960     -38.1     11.5     1.0     29880.4  101.080122  41.176732      0
 5215.912     -37.8     11.5     1.0     29887.4  101.080005  41.176698      0
 5216.895     -37.5     11.5     1.0     29897.1  101.079862  41.176650      0
 5217.862     -37.4     11.4     1.0     29907.2  101.079657  41.176609      0
 5218.829     -37.6     11.5     1.0     29907.2  101.079657  41.176609      0
 5219.796     -37.9     11.4     1.0     29913.6  101.079438  41.176582      0
 5220.764     -38.2     11.4     1.0     29919.4  101.079213  41.176575      0
 5221.731     -38.6     11.4     1.0     29927.3  101.079001  41.176588      0
 5222.698     -38.5     11.3     1.0     29935.8  101.078817  41.176619      0
 5223.665     -38.4     11.4     1.0     29941.7  101.078660  41.176646      0
 5224.632     -38.3     11.3     1.0     29947.4  101.078510  41.176674      0
 5225.600     -38.3     11.3     1.0     29955.9  101.078359  41.176708      0
 5226.567     -38.5     11.4     1.0     29963.7  101.078202  41.176756      0
 5227.534     -38.4     11.2     1.0     29970.4  101.078031  41.176807      0
 5228.501     -38.4     11.4     1.0     29980.0  101.077833  41.176831      0
 5229.468     -38.8     11.3     1.0     29991.8  101.077622  41.176831      0
 5230.451     -39.2     11.3     1.0     29997.9  101.077437  41.176821      0
 5231.403     -39.3     11.3     1.0     30006.7  101.077253  41.176797      0
 5232.370     -38.9     11.2     1.0     30016.6  101.077068  41.176793      0
 5233.337     -38.6     11.2     1.0     30019.1  101.076911  41.176851      0
 5234.320     -38.5     11.2     1.0     30027.4  101.076734  41.176892      0
 5235.272     -38.3     11.2     1.0     30037.4  101.076597  41.177002      0
 5236.239     -38.2     11.2     1.0     30038.0  101.076495  41.177148      0
 5237.222     -38.1     11.2     1.0     30049.7  101.076338  41.177186      0
 5238.189     -38.1     11.2     1.0     30059.1  101.076167  41.177217      0
 5239.140     -38.4     11.2     1.0     30069.2  101.075948  41.177196      0
 5240.123     -38.4     11.1     1.0     30073.6  101.075730  41.177186      0
 5241.058     -38.4     11.1     1.0     30092.2  101.075279  41.177159      0
 5242.025     -38.7     11.2     1.0     30101.7  101.075108  41.177207      0
 5243.992     -39.5     11.1     1.0     30109.7  101.074958  41.177278      0
 5244.959     -40.0     11.1     1.0     30115.2  101.074828  41.177370      0
 5245.926     -39.5     11.2     1.0     30122.0  101.074678  41.177473      0
 5246.894     -39.1     11.0     1.0     30131.9  101.074487  41.177582      0
 5247.861     -38.9     11.1     1.0     30141.2  101.074254  41.177695      0
 5248.828     -38.7     11.0     1.0     30141.2  101.074254  41.177695      0
 5249.795     -38.7     11.0     1.0     30147.9  101.074015  41.177784      0
 5250.762     -38.9     11.0     1.0     30154.6  101.073790  41.177835      0
 5251.730     -39.0     11.0     1.0     30154.5  101.073578  41.177893      0
 5252.712     -38.9     11.0     1.0     30167.8  101.073448  41.177893      0
 5253.664     -38.9     10.9     1.0     30179.2  101.073312  41.177907      0
 5254.631     -39.0     11.0     1.0     30182.4  101.073175  41.177948      0
 5255.645     -39.0     11.0     1.0     30198.9  101.072991  41.177978      0
 5256.566     -39.2     11.0     1.0     30204.9  101.072800  41.178101      0
 5257.548     -39.4     10.9     1.0     30198.4  101.072629  41.178306      0
 5258.516     -39.2     10.8     1.0     30206.8  101.072403  41.178415      0
 5260.450     -38.7     10.9     1.0     30230.9  101.072035  41.178573      0
 5261.417     -38.6     10.9     1.0     30237.3  101.071912  41.178637      0
 5262.384     -38.5     10.8     1.0     30241.0  101.071809  41.178682      0
 5263.352     -37.9     10.8     1.0     30246.2  101.071700  41.178716      0
 5264.319     -37.6     10.8     1.0     30253.6  101.071591  41.178767      0
 5265.302     -37.6     10.7     1.0     30261.4  101.071468  41.178839      0
 5266.253     -37.9     10.7     1.0     30268.2  101.071317  41.178921      0
 5267.220     -38.3     10.7     1.0     30275.0  101.071174  41.179006      0
 5268.188     -38.6     10.8     1.0     30282.1  101.071017  41.179075      0
 5269.155     -38.7     10.7     1.0     30291.4  101.070846  41.179116      0
 5270.122     -39.0     10.8     1.0     30300.1  101.070669  41.179139      0
 5271.056     -39.3     10.8     1.0     30316.9  101.070402  41.179184      0
 5272.039     -39.7     10.7     1.0     30323.7  101.070327  41.179235      0
 5273.991     -40.3     10.7     1.0     30331.1  101.070286  41.179300      0
 5274.958     -40.6     10.8     1.0     30346.3  101.070218  41.179348      0
 5275.941     -40.2     10.7     1.0     30348.6  101.070170  41.179423      0
 5276.892     -39.7     10.7     1.0     30356.9  101.070040  41.179478      0
 5277.860     -39.7     10.7     1.0     30363.9  101.069869  41.179515      0
 5278.842     -39.7     10.7     1.0     30370.5  101.069692  41.179536      0
 5279.825     -39.9     10.6     1.0     30370.5  101.069692  41.179536      0
 5280.761     -39.6     10.6     1.0     30377.6  101.069528  41.179536      0
 5281.744     -39.6     10.6     1.0     30386.0  101.069412  41.179522      0
 5282.711     -39.3     10.5     1.0     30394.1  101.069357  41.179498      0
 5283.678     -38.9     10.5     1.0     30400.2  101.069323  41.179474      0
 5284.646     -38.6     10.6     1.0     30408.0  101.069296  41.179481      0
 5285.613     -38.9     10.5     1.0     30418.5  101.069248  41.179529      0
 5286.580     -39.2     10.5     1.0     30427.1  101.069173  41.179604      0
 5287.547     -39.1     10.5     1.0     30434.6  101.069063  41.179686      0
 5288.514     -38.9     10.5     1.0     30442.0  101.068913  41.179734      0
 5289.482     -38.8     10.5     1.0     30447.3  101.068742  41.179744      0
 5290.449     -38.6     10.5     1.0     30456.8  101.068538  41.179693      0
 5291.416     -38.0     10.4     1.0     30463.2  101.068353  41.179621      0
 5292.383     -37.5     10.4     1.0     30470.2  101.068210  41.179542      0
 5293.351     -37.5     10.4     1.0     30476.1  101.068121  41.179505      0
 5294.333     -37.7     10.5     1.0     30488.8  101.068094  41.179491      0
 5295.285     -38.3     10.4     1.0     30491.3  101.068080  41.179529      0
 5296.252     -38.9     10.4     1.0     30497.4  101.068066  41.179573      0
 5297.235     -39.1     10.3     1.0     30506.1  101.068012  41.179628      0
 5298.202     -38.7     10.4     1.0     30515.5  101.067895  41.179676      0
 5299.154     -38.0     10.4     1.0     30528.0  101.067711  41.179672      0
 5300.137     -37.8     10.3     1.0     30529.8  101.067547  41.179648      0
 5301.071     -37.8     10.3     1.0     30541.5  101.067226  41.179467      0
 5302.023     -37.8     10.3     1.0     30552.2  101.067151  41.179351      0
 5303.037     -37.6     10.3     1.0     30563.3  101.067083  41.179280      0
 5304.973     -37.1     10.3     1.0     30572.9  101.067042  41.179245      0
 5305.940     -36.7     10.2     1.0     30562.1  101.067042  41.179344      0
 5306.923     -36.8     10.3     1.0     30628.0  101.066741  41.179201      0
 5307.874     -36.9     10.2     1.0     30593.0  101.066570  41.179392      0
 5308.841     -37.0     10.2     1.0     30595.3  101.066352  41.179478      0
 5309.809     -37.0     10.2     1.0     30595.3  101.066352  41.179478      0
 5310.776     -37.0     10.2     1.0     30622.0  101.066004  41.179457      0
 5311.743     -36.9     10.2     1.0     30631.4  101.065805  41.179454      0
 5312.710     -37.3     10.2     1.0     30634.6  101.065696  41.179433      0
 5313.677     -37.9     10.2     1.0     30638.1  101.065614  41.179379      0
 5314.645     -38.1     10.1     1.0     30641.2  101.065560  41.179310      0
 5315.612     -37.7     10.1     1.0     30646.2  101.065505  41.179239      0
 5316.595     -37.2     10.1     1.0     30656.1  101.065382  41.179160      0
 5317.562     -37.0     10.1     1.0     30667.4  101.065204  41.179085      0
 5318.529     -37.0     10.1     1.0     30675.1  101.064986  41.179051      0
 5319.496     -37.1     10.1     1.0     30682.5  101.064740  41.179058      0
 5320.448     -37.1     10.1     1.0     30687.0  101.064501  41.179109      0
 5321.431     -37.2     10.0     1.0     30693.2  101.064289  41.179208      0
